Region,Country,Category (h2),Newspapers,Count
Asia,Thailand,Chinese-Language Publications,"Sing Sian Yer Pao (星暹日报): singsianyerpao.com, UDN Thailand (聯合報泰國版): udn.com, Thai Chinese News (泰华网): thai-chinese.com",3
Asia,Thailand,French-Language Publications,Le Petit Journal Bangkok: lepetitjournal.com,1
Asia,Thailand,German-Language Publications,Deutsche in Thailand (Germans in Thailand): deutsche.in.th,1
Asia,Thailand,Japanese-Language Publications,"Bangkok Shimbun (バンコク新聞): bangkokshimbun.com, Siam News Network (Japanese Edition): siam-news.co.jp",2
Asia,Thailand,Korean-Language Publications,"Thai Korea News (태국코리아뉴스): thaikoreanews.com, Siam Korea (시암코리아): siamkorea.com",2
Asia,Thailand,Multilingual & Expat Platforms,"The Pattaya Trader: pattayatrader.com, Sawatdee Network: sawatdee.com",2
Asia,Thailand,Other Language Newspapers in Thailand,"Chinese-Language Publications: , Japanese-Language Publications: , Korean-Language Publications: , French-Language Publications: , German-Language Publications: , Arabic-Language Publications: , Russian-Language Publications: , Multilingual & Expat Platforms: ",8
Asia,Thailand,Russian-Language Publications,Thai-Russian News (Тайские Новости): thai-russia.ru,1
Asia,Thailand,Top Thai-Language Newspapers in Thailand,"Thai Rath: thairath.co.th, Matichon: matichon.co.th, Khaosod: khaosod.co.th, Daily News: dailynews.co.th, Post Today: posttoday.com, Manager Online: mgronline.com, Prachachat: prachachat.net, Kom Chad Luek: komchadluek.net, Sanook News: sanook.com, Spring News: springnews.co.th, Amarin TV: amarintv.com, Workpoint Today: workpointtoday.com, Thai News Agency (TNA): mcot.net, Siam Rath: siamrath.co.th, Naew Na: naewna.co.th, Bright Today: brighttoday.tv, The Standard: thestandard.co, Prachatai: prachatai.org",18
Asia,Vietnam,English newspapers list in Vietnam,"Vietnam News: vietnamnews.vn, VN Express International: e.vnexpress.net, The Saigon Times: english.thesaigontimes.vn, Tuoi Tre News: tuoitrenews.vn, Vietnam Insider: vietnaminsider.vn, The Hanoi Times: hanoitimes.vn, Vietnam Plus: en.vietnamplus.vn, Thanh Nien News: thanhnien.vn, The Voice of Vietnam (VOV World): vovworld.vn, SGGP News (English Edition): sggp.org.vn",10
Asia,Vietnam,Vietnamese newspapers list in Vietnam,"VnExpress: vnexpress.net, Tuoi Tre: tuoitre.vn, Thanh Nien: thanhnien.vn, Nguoi Lao Dong: nld.com.vn, Zing News: zingnews.vn, Dantri: dantri.com.vn, VietNamNet: vietnamnet.vn, Kenh14: kenh14.vn, Bao Moi: baomoi.com, Sai Gon Giai Phong: sggp.org.vn, Lao Dong: laodong.vn, Tien Phong: tienphong.vn, VietnamFinance: vietnamfinance.vn, Phap Luat Online: plo.vn, CafeF: cafef.vn",15
Asia,Yemen,Arabic-Language Publications,"Al-Thawra: althawrah.ye, Al-Ayyam: al-ayyam.info, Al-Masirah: almasirah.net, Aden Al-Ghad: adenalghad.net, Yemen Press: yemen-press.com, Saba News Agency: sabanew.net, Al-Watan: alwattan.net, Mareb Press: marebpress.net, Khabar Agency: khabaragency.net, Yemen Shabab: yemen-shabab.com, Al-Sahwa Net: alsahwa-yemen.net, Al-Mahrah Post: almahrahpost.com, Yemen Monitor: yemenmonitor.com, Yemen Now: yemen-now.com, Akhbar Alyom: akhbaralyom.net, Al-Nida: alnedaa.com, Yemen Net: yemennet.net, Al-Sahafah 24: alsahafa24.com",18
Asia,Yemen,English-Language Publications,"Yemen Times: yementimes.com, Al-Masdar Online: almasdaronline.com, Yemen Post: yemenpost.net, South24: south24.net, Debriefer: debriefer.net",5
Europe,Bosnia and Herzegovina,Bosnian/Croatian/Serbian-Language Publications,"Dnevni Avaz: avaz.ba, Oslobođenje: oslobodjenje.ba, Klix.ba: klix.ba, N1 BiH: ba.n1info.com, Balkan Insight: balkaninsight.com, Radio Slobodna Evropa (RSE): slobodnaevropa.org, Al Jazeera Balkans: balkans.aljazeera.net, Nezavisne Novine: nezavisne.com, Glas Srpske: glas-srpske.com, Federalna TV: federalna.ba, BN TV: bn.tv, Patria: patria.ba, Vijesti.ba: vijesti.ba, Moja Hercegovina: mojahercegovina.com, Hercegovina.info: hercegovina.info, Buka: 6yka.com, Žurnal: zurnal.info, Start BiH: startbih.com, Depo Portal: depo.ba, Faktor.ba: faktor.ba, Dani: bhdani.ba, Slobodna Bosna: slobodna-bosna.ba",22
Europe,Bosnia and Herzegovina,English-Language Publications,"Sarajevo Times: sarajevotimes.com, The Bosnia Times: thebosniatimes.com, Balkan Investigative Reporting Network (BIRN): birn.eu.com, TransConflict: transconflict.com, Balkan Diskurs: balkandiskurs.com",5
Europe,Bosnia and Herzegovina,Multilingual & Niche Publications,"Politicki.ba: politicki.ba, Visit Bosnia: visit-bosnia.ba",2
Europe,Bulgaria,Bulgarian-Language Publications,"Dnevnik: dnevnik.bg, Capital: capital.bg, 24 Chasa: 24chasa.bg, Trud: trud.bg, Sega: segabg.com, Mediapool: mediapool.bg, Blitz.bg: blitz.bg, Bulgaria ON AIR: bgonair.bg, Nova.bg: nova.bg, Dir.bg: dir.bg, OffNews: offnews.bg, Faktor.bg: faktor.bg, Vesti.bg: vesti.bg, Pik.bg: pik.bg, ClubZ: clubz.bg",15
Europe,Bulgaria,English-Language Publications,"The Sofia Globe: sofiaglobe.com, Novinite (Sofia News Agency): novinite.com, Bulgarian News Agency (BTA): bta.bg, BNR (Bulgarian National Radio - English): bnr.bg, BulgariaTravelNews: bulgariatravelnews.com",5
Europe,Bulgaria,Regional & Specialized Publications,"Plovdiv24: plovdiv24.bg, Moreto.net (Varna): moreto.net, BurgasNews: burgasnews.com, Economic.bg: economic.bg, Sportal.bg: sportal.bg, Actualno.com: actualno.com, Banker.bg: banker.bg, Legalworld.bg: legalworld.bg",8
Europe,Bulgaria,Turkish & Minority Language Publications,"Zaman Bulgaria (Turkish): zaman.bg, Hak ve Özgürlükler (Turkish): hakveozgurlukler.com, Duma: duma.bg",3
Europe,Croatia,Croatian-Language Publications,"Večernji List: vecernji.hr, Jutarnji List: jutarnji.hr, 24sata: 24sata.hr, Novi List: novilist.hr, Slobodna Dalmacija: slobodnadalmacija.hr, Tportal: tportal.hr, Index.hr: index.hr, Dnevnik.hr: dnevnik.hr, Nacional: nacional.hr, Glas Slavonije: glasslavonije.hr, Poslovni Dnevnik: poslovni.hr, Lider: lider.media, Zadarski List: zadarskilist.hr, Telegram: telegram.hr, Net.hr: net.hr, Direktno.hr: direktno.hr, Hrvatska Danas: hrvatskadanas.com, Hrvatski Tjednik: hrvatski-tjednik.hr, Morski.hr: morski.hr, Zagreb.info: zagreb.info",20
Europe,Croatia,English-Language Publications,"Croatia Week: croatiaweek.com, Total Croatia News: total-croatia-news.com, The Dubrovnik Times: dubrovniktimes.com",3
Europe,Croatia,Minority & Other Language Publications,"La Voce del Popolo: editfiume.info, Novosti: novosti.hr, Klasje naših ravni: hrvatski-helsinki.hr, Pannon Magazin: pannonmagazin.com, Deutsche Zeitung: deutsche-zeitung.hr, Žurnal: zurnal.hr, Radio Istra: radioistra.hr, Hrvatsko Slovo: hrvatsko-slovo.hr",8
Europe,France,Business Financial,"La Tribune: latribune.fr, Boursorama: boursorama.com",2
Europe,France,English-Language Bilingual,"The Connexion: connexionfrance.com, France 24 (English): france24.com, Le Monde Diplomatique (English): mondediplo.com",3
Europe,France,French-Language National Newspapers,"Le Monde: lemonde.fr, Le Figaro: lefigaro.fr, Libération (Libé): liberation.fr, Les Échos: lesechos.fr, La Croix: la-croix.com",5
Europe,France,Investigative Niche Outlets,"Mediapart: mediapart.fr, Le Canard Enchaîné: lecanardenchaine.fr, Charlie Hebdo: charliehebdo.fr",3
Europe,France,Lifestyle Culture,"Télérama: telerama.fr, L’Obs: nouvelobs.com, Elle France: elle.fr",3
Europe,France,Politics Ideological Press,"L’Humanité: humanite.fr, Valeurs Actuelles: valeursactuelles.com, Politis: politis.fr",3
Europe,France,Regional Local Highlights,"Nice-Matin: nicematin.com, La Provence: laprovence.com",2
Europe,France,Regional Newspapers,"Ouest-France: ouest-france.fr, Sud Ouest: sudouest.fr, La Voix du Nord: lavoixdunord.fr, Le Dauphiné Libéré: ledauphine.com",4
Europe,France,Sports,"RMC Sport: rmcsport.bfmtv.com, France Football: francefootball.fr",2
Europe,France,Tabloids Popular Press,"Le Parisien / Aujourd’hui en France: leparisien.fr, L’Équipe: lequipe.fr, 20 Minutes: 20minutes.fr",3
Europe,Italy,Business Financial News,"Milano Finanza: milanofinanza.it, Wall Street Italia: wallstreetitalia.com",2
Europe,Italy,Digital-First Niche Outlets,"Fanpage: fanpage.it, HuffPost Italia: huffingtonpost.it, Sky TG24: tg24.sky.it",3
Europe,Italy,English-Language News,"The Local Italy: thelocal.it, Wanted in Rome: wantedinrome.com, Italy News: italynews.online",3
Europe,Italy,Italian-Language National Newspapers (Italiano),"Corriere della Sera: corriere.it, la Repubblica: repubblica.it, La Stampa: lastampa.it, Il Sole 24 Ore: ilsole24ore.com, Il Fatto Quotidiano: ilfattoquotidiano.it",5
Europe,Italy,Regional Local Newspapers,"Il Resto del Carlino: ilrestodelcarlino.it, La Nazione: lanazione.it, Il Mattino: ilmattino.it, Il Gazzettino: ilgazzettino.it, Alto Adige: altoadige.it",5
Europe,Italy,Sports Special Interest,"Tuttosport: tuttosport.com, Corriere dello Sport: corrieredellosport.it",2
Europe,Italy,Tabloids Popular Press,"La Gazzetta dello Sport: gazzetta.it, Leggo: leggo.it, Il Messaggero: ilmessaggero.it, Il Giornale: ilgiornale.it, Avvenire: avvenire.it",5
Europe,Romania,English-Language Publications,"Romania Insider: romania-insider.com, The Romania Journal: romaniajournal.ro, Bucharest Herald: bucharestherald.com, Business Review: business-review.eu, Emerging Europe: emerging-europe.com, Transylvania Now: transylvanianow.com",6
Europe,Romania,German-Language Publications (for Romania’s German minority),"Allgemeine Deutsche Zeitung für Rumänien (ADZ): adz.ro, Hermannstädter Zeitung: hermannstaedter.ro",2
Europe,Romania,Hungarian-Language Publications (for Romania’s Hungarian minority),"Krónika: kronika.ro, Szabadság: szabadsag.ro, Erdélyi Napló: erdelyinaplo.ro, Maszol: maszol.ro",4
Europe,Romania,Other Minority & Multilingual Publications,"Roma Times (Romani-language & Romanian): romatimes.ro, Ukrainians of Romania (Ukrainian & Romanian): ukrainians.ro, Observatorul (Italian-Romanian): observatorul.com",3
Europe,Romania,Romanian-Language Publications,"Digi24: digi24.ro, Gândul: gandul.ro, Adevărul: adevarul.ro, Libertatea: libertatea.ro, HotNews.ro: hotnews.ro, Mediafax: mediafax.ro, Evenimentul Zilei: evz.ro, Pro TV News: stirileprotv.ro, Romania Liberă: romanialibera.ro, Ziarul Financiar: zf.ro, Bursa.ro: bursa.ro, DC News: dcnews.ro, Observator: observator.tv, Agerpres: agerpres.ro, Antena 3 CNN: antena3.ro, Realitatea.net: realitatea.net, Capital: capital.ro, Click!: click.ro, Unica: unica.ro",19
Europe,Spain,Business Financial News,"Expansión: expansion.com, Cinco Días: cincodias.elpais.com",2
Europe,Spain,Catalan-Language Newspapers (Català),"Ara: ara.cat, El Punt Avui: elpuntavui.cat",2
Europe,Spain,English-Language News Sources,"The Local Spain: thelocal.es, Euro Weekly News: euroweeklynews.com, Majorca Daily Bulletin: majorcadailybulletin.com",3
Europe,Spain,Regional Local Newspapers,"La Voz de Galicia: lavozdegalicia.es, El Correo: elcorreo.com, Diario de Sevilla: diariodesevilla.es, Levante-EMV: levante-emv.com, Heraldo de Aragón: heraldo.es",5
Europe,Spain,Spanish-Language National Newspapers,"El País: elpais.com, El Mundo: elmundo.es, ABC: abc.es, La Vanguardia: lavanguardia.com, El Periódico de Catalunya: elperiodico.com",5
Europe,Spain,Tabloids Popular Press,"Marca: marca.com, AS: as.com, 20 Minutos: 20minutos.es, El Confidencial: elconfidencial.com, El Diario: eldiario.es",5
Europe,Ukraine,English-Language Ukrainian Publications,"Kyiv Independent: kyivindependent.com, The New Voice of Ukraine: english.nv.ua, UkraineWorld: ukraineworld.org, Ukrainska Pravda (English): pravda.com.ua, Ukraine Crisis Media Center: uacrisis.org",5
Europe,Ukraine,Multilingual & Regional Publications,"Ukrinform: ukrinform.ua, Liga.net: news.liga.net, Suspilne News: suspilne.media, Slovo i Dilo: slovoidilo.ua, Radio Svoboda (RFE/RL): radiosvoboda.org",5
Europe,Ukraine,Russian-Language Publications,"Strana.ua: strana.ua, Vesti: vesti.ua, Korrespondent: korrespondent.net, Segodnya: segodnya.ua, Apostrophe: apostrophe.ua, Gordon: gordonua.com",6
Europe,Ukraine,Ukrainian-Language Publications,"Ukrainska Pravda: pravda.com.ua, LB.ua: lb.ua, ZN.UA: zn.ua, Hromadske: hromadske.ua, Censor.NET: censor.net, UNIAN: unian.ua, Espreso.TV: espreso.tv, Radio Free Europe/Radio Liberty (Ukrainian): radiosvoboda.org, Novoe Vremya: nv.ua",9
North America,Costa Rica,Alternative & Digital-Native Media,"Ojo al Voto: ojoalvoto.com, Costa Rica Today: costaricatoday.com, El Colectivo 506: colectivo506.com",3
North America,Costa Rica,Business & Specialized Media,"El Financiero: elfinancierocr.com, El Observador: elobservadorcr.com, Summa: summa.co.cr, EKA: revistaeka.com",4
North America,Costa Rica,English-Language Publications,"The Tico Times: ticotimes.net, Q Costa Rica: qcostarica.com, Costa Rica Star: news.co.cr, Costa Rica Relocation Tours: relocationtours.com",4
North America,Costa Rica,Government & Institutional,"La Gaceta: gaceta.go.cr, ICOM: icom.ucr.ac.cr",2
North America,Costa Rica,Indigenous & Bilingual,Sulá Batsú: sulabatsu.com,1
North America,Costa Rica,Regional & Local Outlets,"El País CR: elpais.cr, La Voz de Guanacaste: vozdeguanacaste.com, Periódico Mensaje: periodicomensaje.com, El Guardián: elguardian.cr, Hoy en el Sur: hoyenelsur.com",5
North America,Costa Rica,Spanish-Language Publications (National & Digital Outlets),"La Nación: nacion.com, Diario Extra: diarioextra.com, La República: larepublica.net, CRHoy: crhoy.com, AmeliaRueda.com: ameliarueda.com, Semanario Universidad: semanariouniversidad.com, El Mundo CR: elmundo.cr, Delfino.cr: delfino.cr, Columbia: columbia.co.cr, Costa Rica Noticias: costaricanoticias.com",10
North America,Dominican Republic,English-Language Publications,"Dominican Today: dominicanToday.com, The Santo Domingo Times: santodomingotimes.com, DR1: dr1.com",3
North America,Dominican Republic,Other Language & Niche Publications,"Haiti Libre: haitilibre.com, Ahora News: ahoranews.com, Dominican Central: dominicancentral.com, Caribbean Journal: caribjournal.com, Dominican Watchman: dominicanwatchman.org, Bavaro News: bavaronews.com, Santiago Times: santiagotimes.cl",7
North America,Dominican Republic,Spanish-Language Publications (Major National Newspapers),"Listín Diario: listindiario.com, Diario Libre: diariolibre.com, Hoy: hoy.com.do, El Nacional: elnacional.com.do, El Día: eldia.com.do, El Caribe: elcaribe.com.do, Acento: acento.com.do, Noticias SIN: noticiassin.com, Remolacha: remolacha.net, El Jaya: eljaya.com",10
North America,Haiti,English-Language & Bilingual Publications,"Haitian Times: haitiantimes.com, Haiti Sentinel: sentinel.ht, Haiti Open: haitiopen.com, The Caribbean Post: thecaribbeanpost.net, Global Press Journal (Haiti Bureau): globalpressjournal.com",5
North America,Haiti,French-Language Publications (Primary Language),"Le Nouvelliste: lenouvelliste.com, Le National: lenational.org, Haiti Libre: haitilibre.com, Métropole Haiti: metropolehaiti.com, Haïti Tempo: haititempo.com, Loop Haiti: loopnews.com, Juno7: juno7.ht, Radio Télévision Caraïbes (RTC): rtc.ht, Haiti24: haiti24.net, Rezo Nòdwès: rezonodwes.com",10
North America,Haiti,Haitian Creole Publications,"AyiboPost: ayibopost.com, Bòlèt: boletnouvelles.com, Lakou Kajou: lakoukajou.org, Haiti Observer: haitiobserver.com, Zanmi Lasante: zanmilasante.org",5
North America,Haiti,Multilingual & International Coverage,"AlterPresse: alterpresse.org, Miami Herald (Haiti Coverage): miamiherald.com, Voice of America (Haiti Creole Service): voanouvel.com, BBC News (Haiti Section): bbc.com, Reuters (Haiti Updates): reuters.com, Associated Press (Haiti News): apnews.com, France 24 (Haiti Coverage): france24.com, Telesur (Haiti News): telesurenglish.net, NACLA (Haiti Updates): nacla.org, Haiti Now: haitinow.org",10
North America,Honduras,Alternative & Digital-Native Media,"Pasos de Animal Grande: pasosdeanimalgrande.com, Aquelarre.hn: aquelarre.hn, GatoEncerrado HN: gatoencerrado.hn",3
North America,Honduras,Business & Economic Focus,"Revista Estrategia & Negocios: estrategiaynegocios.net, Honduras Industrial: hondurasindustrial.com, El Economista.hn: eleconomista.hn",3
North America,Honduras,English-Language Publications (Expats & International),"Honduras News: hondurasnews.com, Bay Islands Voice: bayislandsvoice.com, Honduras This Week: ",3
North America,Honduras,Government & Institutional,"Conatel: conatel.gob.hn, Poder Judicial: poderjudicial.gob.hn",2
North America,Honduras,Indigenous & Afro-Honduran Media,"Radio La Voz Lenca: radiolavozlenca.org, ODECO Radio: odecohn.net, COPINH: copinh.org",3
North America,Honduras,Regional & Hyperlocal Outlets,"El Libertador (Choluteca): ellibertador.hn, La Noticia (Siguatepeque): lanoticia.hn, El Articulista (Santa Bárbara): elarticulista.net",3
North America,Honduras,Spanish-Language Publications (National & Regional),"El Heraldo: elheraldo.hn, La Prensa: laprensa.hn, La Tribuna: latribuna.hn, Proceso Digital: proceso.hn, Criterio.hn: criterio.hn, ContraCorriente: contracorriente.red, Radio Progreso (ERIC): radioprogresohn.net, HonduDiario: hondu.com, Tiempo Digital: tiempo.hn, Hondudiario: hondudiario.com",10
North America,Honduras,Sports & Entertainment,"Diez: diez.hn, Honduras Tips: hondurastips.hn",2
North America,Mexico,English-Language Publications (Mexico-Focused News),"Mexico News Daily: mexiconewsdaily.com, The Yucatán Times: theyucatantimes.com, Mexico Daily Post: mexicodailypost.com, Inside Mexico: insidemex.com, The Mazatlán Post: themazatlanpost.com",5
North America,Mexico,Spanish-Language Publications (Major National & Regional),"El Universal: eluniversal.com.mx, Reforma: reforma.com, La Jornada: jornada.com.mx, Excelsior: excelsior.com.mx, Milenio: milenio.com, El Financiero: elfinanciero.com.mx, Proceso: proceso.com.mx, El Economista: eleconomista.com.mx, El Sol de México: elsoldemexico.com.mx, SinEmbargo: sinembargo.mx, Animal Político: animalpolitico.com, Aristegui Noticias: aristeguinoticias.com, El Heraldo de México: heraldodemexico.com.mx, La Razón: razon.com.mx, El Norte: elnorte.com",15
North America,United States,Asian-Language & Multilingual News Platforms,"AsAm News: asamnews.com, India Abroad: indiaabroad.com, Hindustan Times US: hindustantimes.com, FilAm Star: filamstar.com, Vietnamese News Today: vietnamnews.vn",5
North America,United States,Chinese-Language Newspapers & News Sites,"World Journal: worldjournal.com, Sing Tao Daily: singtao.ca, China Daily USA: chinadaily.com.cn",3
North America,United States,English-Language Newspapers & News Sites,"The New York Times: nytimes.com, The Washington Post: washingtonpost.com, Los Angeles Times: latimes.com, USA Today: usatoday.com, The Wall Street Journal: wsj.com, Bloomberg: bloomberg.com, The Atlantic: theatlantic.com, NBC News: nbcnews.com, CBS News: cbsnews.com, Reuters: reuters.com",10
North America,United States,Korean-Language Newspapers & News Sites,"Korean Times: koreatimes.com, Korea Daily: koreadaily.com",2
North America,United States,Spanish-Language Newspapers & News Sites,"El Nuevo Herald: elnuevoherald.com, La Opinión: laopinion.com, El Universal: eluniversal.com.mx, La Raza: laraza.com",4
South America,Argentina,Digital-Only & Alternative News Sites,"Chequeado: chequeado.com, Cosecha Roja: cosecharoja.org, Letra P: letrap.com.ar, El Destape: eldestapeweb.com, A24: a24.com",5
South America,Argentina,English-Language Publications,"Buenos Aires Herald: buenosairesherald.com, The Argentina Independent: argentinaindependent.com, Perfil (English Section): perfil.com",3
South America,Argentina,Regional & Local Newspapers,"La Voz del Interior: lavoz.com.ar, Los Andes: losandes.com.ar, La Capital: lacapital.com.ar, El Tribuno: eltribuno.com, Río Negro: rionegro.com.ar",5
South America,Argentina,Spanish-Language Publications (Major National Newspapers),"Clarín: clarin.com, La Nación: lanacion.com.ar, Página/12: pagina12.com.ar, Ámbito Financiero: ambito.com, Infobae: infobae.com, El Cronista: cronista.com, Télam: telam.com.ar",7
South America,Bolivia,Broadcast & Digital-Only Outlets,"ATB Digital: atb.com.bo, Red Uno: reduno.com.bo, Bolivia TV: boliviatv.bo, Erbol: erbol.com.bo",4
South America,Bolivia,English-Language Bolivia Coverage,"Bolivia Weekly: boliviaweekly.com, Andean Information Network: ain-bolivia.org, Bolivia Reports: boliviareports.com",3
South America,Bolivia,Indigenous Language & Bilingual Media,"Jiwasa: jiwasa.org, Ñuqanchik: radiofonias.com.bo, Guarani Ñanduti: ipsp.bo",3
South America,Bolivia,Regional/Local Papers,"El Alteño: elalteno.com.bo, Extra: extra.com.bo, El País: elpais.bo",3
South America,Bolivia,Spanish-Language Mainstream Media,"El Deber: eldeber.com.bo, La Razón: la-razon.com, Los Tiempos: lostiempos.com, Página Siete: paginasiete.bo, Opinión: opinion.com.bo, El Diario: eldiario.net, Correo del Sur: correodelsur.com, El Potosí: elpotosi.net",8
South America,Bolivia,Special Interest Publications,"Energy Press: energypress.com.bo, La Época: laepoca.bo, Oxígeno: oxigeno.bo, Brújula Digital: brujuladigital.net",4
South America,Brazil,Additional Notables News Media List,"Metrópoles: metropoles.com, Poder360: poder360.com.br, G1: g1.globo.com, BBC Brasil: bbc.com, El País Brasil: brasil.elpais.com, Revista Piauí: piaui.folha.uol.com.br, CartaCapital: cartacapital.com.br, Jornal do Commercio: jc.com.br, O Povo: opovo.com.br, Gazeta Mercantil: gazetamercantil.com.br, Brasil de Fato: brasildefato.com.br, O Antagonista: oantagonista.com, Revista Época: epoca.globo.com, IstoÉ: istoedinheiro.com.br, Jornal da USP: jornal.usp.br, Le Monde Diplomatique Brasil: diplomatique.org.br, The São Paulo Times: saopaulotimes.com, Al Jazeera Brasil: aljazeera.com, DW Brasil: dw.com, Sputnik Brasil: br.sputniknews.com, China Today (Portuguese): portuguese.cri.cn, Jornal Nikkey: nikkeyshimbun.com.br, Jornal do Imigrante: jornaldoimigrante.com.br, Correio Nagô: correionago.com.br, Índios Online: indiosonline.org.br, Revista Cult: revistacult.uol.com.br",26
South America,Brazil,Business & Financial,"Valor Econômico: valor.com.br, Exame: exame.com",2
South America,Brazil,English-Language Publications,"The Rio Times: riotimesonline.com, Brazilian Report: brazilian.report, Agência Brasil (English): agenciabrasil.ebc.com.br",3
South America,Brazil,Investigative & Alternative,"The Intercept Brasil: theintercept.com, Nexo Jornal: nexojornal.com.br",2
South America,Brazil,Major Portuguese-Language Publications,"Folha de S.Paulo: folha.uol.com.br, O Globo: oglobo.globo.com, Estadão: estadao.com.br, Veja: veja.abril.com.br, UOL: uol.com.br",5
South America,Brazil,Regional Powerhouses,"Zero Hora: gauchazh.clicrbs.com.br, Diário do Nordeste: diariodonordeste.verdesmares.com.br, Gazeta do Povo: gazetadopovo.com.br",3
South America,Colombia,Cultural & Lifestyle Magazines,"Arcadia: revistaarcadia.com, Cromos: cromos.com.co, SoHo: soho.co, Jet-Set: jetset.com.co",4
South America,Colombia,Digital-Only & Alternative News Sites,"La Silla Vacía: lasillavacia.com, Pacifista!: pacifista.co, Cerosetenta: 070.com.co, Rutas del Conflicto: rutasdelconflicto.com, El Turbión: elturbion.com",5
South America,Colombia,Economic & Business Publications,"Dinero: dinero.com, La Nota Económica: lanota.com.co, Bloomberg Línea Colombia: bloomberglinea.com",3
South America,Colombia,English-Language Publications,"The Bogotá Post: thebogotapost.com, Colombia Reports: colombiareports.com, El Tiempo (English Section): eltiempo.com",3
South America,Colombia,Regional & Local Newspapers,"El País (Cali): elpais.com.co, El Universal (Cartagena): eluniversal.com.co, Vanguardia Liberal: vanguardia.com, El Nuevo Día (Ibagué): elnuevodia.com.co, La Opinión (Cúcuta): laopinion.com.co",5
South America,Colombia,Spanish-Language Publications (Major National Newspapers),"El Tiempo: eltiempo.com, El Espectador: elespectador.com, Semana: semana.com, La República: larepublica.co, El Colombiano: elcolombiano.com, El Heraldo: elheraldo.co, Portafolio: portafolio.co",7
South America,Colombia,Sports & Specialized Media,"Antena 2: antena2.com, Gol Caracol: golcaracol.com, Fútbol Red: futbolred.com",3
South America,Peru,Digital-Only & Alternative News Sites,"Ojo Público: ojopublico.com, IDL-Reporteros: idl-reporteros.pe, Wayka: wayka.pe, Sudaca: sudaca.pe, La Mula: lamula.pe",5
South America,Peru,English-Language Publications,"Peru Reports: perureports.com, The Peruvian Times: peruviantimes.com, Living in Peru: livinginperu.com",3
South America,Peru,Regional & Local Newspapers,"El Pueblo: elpueblo.com.pe, La Industria: laindustria.pe, Sí: diariosiyo.pe, El Chino: diarioelchino.pe, Ahora: ahorapuno.com.pe",5
South America,Peru,Spanish-Language Publications (Major National Newspapers),"El Comercio: elcomercio.pe, La República: larepublica.pe, Gestión: gestion.pe, Perú21: peru21.pe, Trome: trome.pe, Correo: correo.pe, Expreso: expreso.com.pe",7
